"Id","letter_no_in_edition","sender_id","sender_inferred","sender_uncertain","recipient_id","recipient_inferred","recipient_uncertain","Label","send_date_year1","send_date_computable1","send_date_has_range","send_date_year2","send_date_computable2","send_date_inferred","send_date_approx","send_date_uncertain","Source","source_loc_inferred","source_loc_uncertain","Target","target_loc_inferred","target_loc_uncertain","letter_language","letter_type_genus","letter_type_x_to_x"
"era_cwe_1770","1770 [CWE] // 1770 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1770 From Thomas More Greenwich, 18 December [1526] [CWE]","1526","1526-12-18","0","1526","1526-12-18","1","0","0","greenwich_GB_gid_2647937","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2228","2228 [CWE] // 2228 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2228 From Thomas More [Chelsea], 28 October [1529] [CWE]","1529","1529-10-28","0","1529","1529-10-28","1","0","0","chelsea_GB_gid_2653265","1","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2659","2659 [CWE] // 2659 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2659 From Thomas More Chelsea, 14 June 1532 [CWE]","1532","1532-06-14","0","1532","1532-06-14","0","0","0","chelsea_GB_gid_2653265","0","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2831","2831 [CWE] // 2831 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2831 From Thomas More Chelsea, [June 1533] [CWE]","1533","1533-06-01","1","1533","1533-06-30","1","0","0","chelsea_GB_gid_2653265","0","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_388","388 [CWE] // 388 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","388 From Thomas More [London, c 17 February 1516] [CWE]","1516","1516-02-17","0","1516","1516-02-17","1","1","0","london_GB_gid_2643743","1","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_424","424 [CWE] // 424 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","424 From Thomas More [London, c 21 June 1516] [CWE]","1516","1516-06-21","0","1516","1516-06-21","1","1","0","london_GB_gid_2643743","1","0","antwerpen_BE_gid_2803138","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_461","461 [CWE] // 461 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","461 From Thomas More London, 3 September [1516] [CWE]","1516","1516-09-03","0","1516","1516-09-03","1","0","0","london_GB_gid_2643743","0","0","antwerpen_BE_gid_2803138","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_467","467 [CWE] // 467 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","467 From Thomas More [London, c 20 September 1516] [CWE]","1516","1516-09-20","0","1516","1516-09-20","1","1","0","london_GB_gid_2643743","1","0","antwerpen_BE_gid_2803138","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_468","468 [CWE] // 468 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","468 From Thomas More London, 22 September [1516] [CWE]","1516","1516-09-22","0","1516","1516-09-22","1","0","0","london_GB_gid_2643743","0","0","antwerpen_BE_gid_2803138","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_481","481 [CWE] // 481 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","481 From Thomas More London, 31 October [1516] [CWE]","1516","1516-10-31","0","1516","1516-10-31","1","0","0","london_GB_gid_2643743","0","0","brussels_BE_gid_2800866","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_499","499 [CWE] // 499 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","499 From Thomas More [London, c 4 December 1516] [CWE]","1516","1516-12-04","0","1516","1516-12-04","0","1","0","london_GB_gid_2643743","1","0","brussels_BE_gid_2800866","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_502","502 [CWE] // 502 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","502 From Thomas More London, 15 December [1516] [CWE]","1516","1516-12-15","0","1516","1516-12-15","1","0","0","london_GB_gid_2643743","0","0","brussels_BE_gid_2800866","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_513","513 [CWE] // 513 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","513 From Thomas More [London] 13 January [1517] [CWE]","1517","1517-01-13","0","1517","1517-01-13","1","0","0","london_GB_gid_2643743","1","0","brussels_BE_gid_2800866","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_601","601 [CWE] // 601 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","601 From Thomas More London, 16 July [1517] [CWE]","1517","1517-07-16","0","1517","1517-07-16","1","0","0","london_GB_gid_2643743","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_623","623 [CWE] // 623 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","623 From Thomas More London, 19 August [1517] [CWE]","1517","1517-08-19","0","1517","1517-08-19","1","0","0","london_GB_gid_2643743","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_683","683 [CWE] // 683 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","683 From Thomas More Calais, 7 October [1517] [CWE]","1517","1517-10-07","0","1517","1517-10-07","1","0","0","calais_FR_gid_3029162","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_688","688 [CWE] // 688 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","688 From Thomas More Calais, 25 October [1517] [CWE]","1517","1517-10-25","0","1517","1517-10-25","1","0","0","calais_FR_gid_3029162","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_706","706 [CWE] // 706 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","706 From Thomas More Calais, 5 November [1517] [CWE]","1517","1517-11-05","0","1517","1517-11-05","1","0","0","calais_FR_gid_3029162","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_845","845 [CWE] // 845 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","845 From Thomas More [England, c May 1518] [CWE]","1518","1518-05-01","1","1518","1518-05-31","1","1","0","unknown_location_in_england_GB_gid_unknown","1","1","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_907","907 [CWE] // 907 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","907 From Thomas More [London? 1518?] [CWE]","1518","1518-01-01","1","1518","1518-12-31","1","0","1","london_GB_gid_2643743","1","1","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"gbudé_rogers_65","65 [Rogers]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","To William Budeaus, <c. August 1518>","1518","1518-08-01","1","1518","1518-08-31","1","1","0","unknown_location_in_england_GB_gid_unknown","0","1","paris_FR_gid_2988507","1","0","latin","familiar letter","letter_1_to_1"
"gbudé_rogers_68","68 [Rogers]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","To William Budeaus, At Court, <c. December 1518>","1518","1518-12-01","1","1518","1518-12-31","1","1","0","unknown_location_in_england_GB_gid_unknown","0","1","paris_FR_gid_2988507","1","0","latin","familiar letter","letter_1_to_1"
"gbudé_rogers_96","96 [Rogers]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","To William Budeaus, <Calais, c. June 1520>","1520","1520-06-01","1","1520","1520-06-30","1","1","0","calais_FR_gid_3029162","1","0","unknown_location_in_france_FR_gid_unknown","1","0","latin","familiar letter","letter_1_to_1"
"gbudé_rogers_97","97 [Rogers]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","To William Budeaus, <Calais, c. June 1520>","1520","1520-06-01","1","1520","1520-06-30","1","1","0","calais_FR_gid_3029162","1","0","unknown_location_in_france_FR_gid_unknown","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1360","1360 [CWE] // 1360 [ALLEN]","fca3ef2d-681d-49ff-b700-1929e91f81a1","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1360 From Thomas Lupset Constance, 21 April [1523] [CWE]","1523","1523-04-21","0","1523","1523-04-21","1","0","0","konstanz_DE_gid_2885679","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1595","1595 [CWE] // 1595 [ALLEN]","fca3ef2d-681d-49ff-b700-1929e91f81a1","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1595 From Thomas Lupset Padua, 23 August 1525 [CWE]","1525","1525-08-23","0","1525","1525-08-23","0","0","0","padova_IT_gid_3171728","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_431","431 [CWE] // 431 [ALLEN]","fca3ef2d-681d-49ff-b700-1929e91f81a1","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","431 From Thomas Lupset London, 28 June [1516] [CWE]","1516","1516-06-28","0","1516","1516-06-28","1","0","0","london_GB_gid_2643743","0","0","antwerpen_BE_gid_2803138","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_664","664 [CWE] // 664 [ALLEN]","fca3ef2d-681d-49ff-b700-1929e91f81a1","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","664 From Thomas Lupset Paris, 15 September [1517] [CWE]","1517","1517-09-15","0","1517","1517-09-15","1","0","0","paris_FR_gid_2988507","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"gbudé_lg_41","41 [Lavois/Galibois]","ab74d6de-13e3-4b8b-909a-b9471a2d75f3","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","Ep 41 Longueil à Budé. Padoue, 31 août [1520] [Budé lettres grecques]","1520","1520-08-31","0","1520","1520-08-31","1","0","0","padova_IT_gid_3171728","0","0","unknown_location_in_france_FR_gid_unknown","1","0","greek","familiar letter","letter_1_to_1"
"gbudé_lg_42","42 [Lavois/Galibois]","ab74d6de-13e3-4b8b-909a-b9471a2d75f3","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","Ep 42 Longueil à Budé Padoue, 5 décembre [1520] [Budé lettres grecques]","1520","1520-12-05","0","1520","1520-12-05","1","0","0","padova_IT_gid_3171728","0","0","unknown_location_in_france_FR_gid_unknown","1","0","greek","familiar letter","letter_1_to_1"
"gbudé_lg_44","44 [Lavois/Galibois]","ab74d6de-13e3-4b8b-909a-b9471a2d75f3","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","Ep 44 Longueil à Budé. Padoue, 25 janvier [1521] [Budé lettres grecques]","1521","1521-01-25","0","1521","1521-01-25","1","0","0","padova_IT_gid_3171728","0","0","romorantin_lanthenay_FR_gid_2982967","1","0","greek","familiar letter","letter_1_to_1"
"era_cwe_2240","2240 [CWE] // 2240 [ALLEN]","968b6cc9-aee2-446a-a3e1-665fb91f4aab","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2240 From Claudius Cantiuncula [Vic-sur-Seille], 7 December [1529] [CWE]","1529","1529-12-07","0","1529","1529-12-07","1","0","0","vic_sur_seille_FR_gid_2969364","1","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1511","1511 [CWE] // 1511 [ALLEN]","96a63010-6201-4f01-a82f-e6108cb30f08","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1511 From Jacopo Sadoleto Rome, 6 November 1524 [CWE]","1524","1524-11-06","0","1524","1524-11-06","0","0","0","rome_IT_gid_3169070","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2074","2074 [CWE] // 2074 [ALLEN]","96a63010-6201-4f01-a82f-e6108cb30f08","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2074 From Jacopo Sadoleto Carpentras, 20 November 1528 [CWE]","1528","1528-11-20","0","1528","1528-11-20","0","0","0","carpentras_FR_gid_3028542","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2272","2272 [CWE] // 2272 [ALLEN]","96a63010-6201-4f01-a82f-e6108cb30f08","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2272 From Jacopo Sadoleto Carpentras, 12 February 1530 [CWE]","1530","1530-02-12","0","1530","1530-02-12","0","0","0","carpentras_FR_gid_3028542","0","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2385","2385 [CWE] // 2385 [ALLEN]","96a63010-6201-4f01-a82f-e6108cb30f08","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2385 From Jacopo Sadoleto Carpentras, 17 September 1530 [CWE]","1530","1530-09-17","0","1530","1530-09-17","0","0","0","carpentras_FR_gid_3028542","0","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2648","2648 [CWE] // 2648 [ALLEN]","96a63010-6201-4f01-a82f-e6108cb30f08","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2648 From Jacopo Sadoleto Carpentras, 8 May 1532 [CWE]","1532","1532-05-08","0","1532","1532-05-08","0","0","0","carpentras_FR_gid_3028542","0","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2656","2656 [CWE] // 2656 [ALLEN]","96a63010-6201-4f01-a82f-e6108cb30f08","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2656 From Jacopo Sadoleto Carpentras, 7 June 1532 [CWE]","1532","1532-06-07","0","1532","1532-06-07","0","0","0","carpentras_FR_gid_3028542","0","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2816","2816 [CWE] // 2816 [ALLEN]","96a63010-6201-4f01-a82f-e6108cb30f08","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2816 From Jacopo Sadoleto Carpentras, 9 June 1533 [CWE]","1533","1533-06-09","0","1533","1533-06-09","0","0","0","carpentras_FR_gid_3028542","0","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2973","2973 [CWE] // 2973 [ALLEN]","96a63010-6201-4f01-a82f-e6108cb30f08","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2973 From Jacopo Sadoleto Carpentras, 1 November 1534 [CWE]","1534","1534-11-01","0","1534","1534-11-01","0","0","0","carpentras_FR_gid_3028542","0","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2982","2982 [CWE] // 2982 [ALLEN]","96a63010-6201-4f01-a82f-e6108cb30f08","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2982 From Jacopo Sadoleto Carpentras, 9 December 1534 [CWE]","1534","1534-12-09","0","1534","1534-12-09","0","0","0","carpentras_FR_gid_3028542","0","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"gbudé_gueudet_bibl_822","Geuudet App. Bibl. 822","96a63010-6201-4f01-a82f-e6108cb30f08","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","De Jacques Sadolet, Rome, 7 décembre [1519]","1519","1519-12-07","0","1519","1519-12-07","1","0","0","rome_IT_gid_3169070","0","0","marly_la_ville_FR_gid_2995653","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_3083","3083 [CWE] // 3083 [ALLEN]","5375f20d-1943-4735-b423-abf59baadfaa","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","3083 From Nicolas Bérault Toulouse, 14 January [1536] [CWE]","1536","1536-01-24","0","1536","1536-01-24","1","0","0","toulouse_FR_gid_2972315","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_925","925 [CWE] // 925 [ALLEN]","5375f20d-1943-4735-b423-abf59baadfaa","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","925 From Nicolas Bérault Paris, 16 March [1519] [CWE]","1519","1519-03-16","0","1519","1519-03-16","1","0","0","paris_FR_gid_2988507","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_989","989 [CWE] // 989 [ALLEN]","5375f20d-1943-4735-b423-abf59baadfaa","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","989 From Nicolas Bérault Paris, 20 June [1519] [CWE]","1519","1519-06-20","0","1519","1519-06-20","1","0","0","paris_FR_gid_2988507","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_994","994 [CWE] // 994 [ALLEN]","5375f20d-1943-4735-b423-abf59baadfaa","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","994 From Nicolas Bérault Paris, 1 July [1519] [CWE]","1519","1519-07-01","0","1519","1519-07-01","1","0","0","paris_FR_gid_2988507","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"gbudé_gueudet_bibl_805","Geuudet App. Bibl. 805","5375f20d-1943-4735-b423-abf59baadfaa","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","De N. Bérault, Saint Genis près de Lyon, 1er décembre [1533]","1533","1533-12-01","0","1533","1533-12-01","1","0","0","saint_genis_les_ollières_FR_gid_2979984","0","0","unknown_location_in_france_FR_gid_unknown","1","0","latin","prefatory letter","letter_1_to_1"
"era_cwe_1011","1011 [CWE] // 1011 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1011 From Guillaume Budé Marly, [early September 1519] [CWE]","1519","1519-09-01","1","1519","1519-09-10","1","0","0","marly_la_ville_FR_gid_2995653","0","0","leuven_BE_gid_2792482","1","0","greek","familiar letter","letter_1_to_1"
"era_cwe_1015","1015 [CWE] // 1015 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1015 From Guillaume Budé Marly, 15 September [1519] [CWE]","1519","1519-09-15","0","1519","1519-09-15","1","0","0","marly_la_ville_FR_gid_2995653","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1073","1073 [CWE] // 1073 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1073 From Guillaume Budé Marly, 26 February [1520] [CWE]","1520","1520-02-26","0","1520","1520-02-26","1","0","0","marly_la_ville_FR_gid_2995653","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1328","1328 [CWE] // 1328 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1328 From Guillaume Budé Paris, 14 December [1522] [CWE]","1522","1522-12-14","0","1522","1522-12-14","1","0","0","paris_FR_gid_2988507","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1370","1370 [CWE] // 1370 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1370 From Guillaume Budé [Paris, c June 1523] [CWE]","1523","1523-06-01","1","1523","1523-06-30","1","1","0","paris_FR_gid_2988507","1","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1439","1439 [CWE] // 1439 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1439 From Guillaume Budé Paris, 11 April [1524] [CWE]","1524","1524-04-11","0","1524","1524-04-11","1","0","0","paris_FR_gid_2988507","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1446","1446 [CWE] // 1446 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1446 From Guillaume Budé Paris, 8 May [1524] [CWE]","1524","1524-05-08","0","1524","1524-05-08","1","0","0","paris_FR_gid_2988507","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1812","1812 [CWE] // 1812 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1812 From Guillaume Budé Paris, 22 April 1527 [CWE]","1527","1527-04-22","0","1527","1527-04-22","0","0","0","paris_FR_gid_2988507","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_403","403 [CWE] // 403 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","403 From Guillaume Budé Paris, 1 May [1516] [CWE]","1516","1516-05-01","0","1516","1516-05-01","1","0","0","paris_FR_gid_2988507","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_435","435 [CWE] // 435 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","435 From Guillaume Budé Paris, 7 July [1516] [CWE]","1516","1516-07-07","0","1516","1516-07-07","1","0","0","paris_FR_gid_2988507","0","0","antwerpen_BE_gid_2803138","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_493","493 [CWE] // 493 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","493 From Guillaume Budé Paris [26 November 1516] [CWE]","1516","1516-11-26","0","1516","1516-11-26","1","0","0","paris_FR_gid_2988507","0","0","brussels_BE_gid_2800866","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_522","522 [CWE] // 522 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","522 From Guillaume Budé Paris, 5 February [1517] [CWE]","1517","1517-02-05","0","1517","1517-02-05","1","0","0","paris_FR_gid_2988507","0","0","brussels_BE_gid_2800866","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_568","568 [CWE] // 568 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","568 From Guillaume Budé Paris, 5 April [1517] [CWE]","1517","1517-04-05","0","1517","1517-04-05","1","0","0","paris_FR_gid_2988507","0","0","antwerpen_BE_gid_2803138","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_609","609 [CWE] // 609 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","609 From Guillaume Budé [Paris], 17 July [1517] [CWE]","1517","1517-07-17","0","1517","1517-07-17","1","0","0","paris_FR_gid_2988507","1","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_744","744 [CWE] // 744 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","744 From Guillaume Budé Paris, 21 December [1517] [CWE]","1517","1517-12-21","0","1517","1517-12-21","1","0","0","paris_FR_gid_2988507","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_810","810 [CWE] // 810 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","810 From Guillaume Budé Paris, 12 April [1518] [CWE]","1518","1518-04-12","0","1518","1518-04-12","1","0","0","paris_FR_gid_2988507","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_819","819 [CWE] // 819 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","819 From Guillaume Budé Paris, 20 April [1518] [CWE]","1518","1518-04-20","0","1518","1518-04-20","1","0","0","paris_FR_gid_2988507","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_896","896 [CWE] // 896 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","896 From Guillaume Budé Paris, 31 October [1518] [CWE]","1518","1518-10-31","0","1518","1518-10-31","1","0","0","paris_FR_gid_2988507","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_915","915 [CWE] // 915 [ALLEN]","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","915 From Guillaume Budé Paris, 1 February [1519] [CWE]","1519","1519-02-01","0","1519","1519-02-01","1","0","0","paris_FR_gid_2988507","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
